station_number,wban_number,year,month,day,mean_temp,num_mean_temp_samples,mean_dew_point,num_mean_dew_point_samples,mean_sealevel_pressure,num_mean_sealevel_pressure_samples,mean_station_pressure,num_mean_station_pressure_samples,mean_visibility,num_mean_visibility_samples,mean_wind_speed,num_mean_wind_speed_samples,max_sustained_wind_speed,max_gust_wind_speed,max_temperature,max_temperature_explicit,min_temperature,min_temperature_explicit,total_precipitation,snow_depth,fog,rain,snow,hail,thunder,tornado
39800,99999,1931,11,30,43.59999847,5,41.29999924,4,1025.199951,5,,,8.699999809,5,4.400000095,5,5.099999905,,39,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
104100,99999,1931,8,31,65,5,60.40000153,5,1012.099976,5,,,2,5,5.099999905,5,5.099999905,,57,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
122050,99999,1931,1,3,34.40000153,5,33.40000153,5,1001.799988,5,,,1.200000048,5,3.200000048,5,8.899999619,,30,TRUE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
38940,99999,1931,10,14,55.79999924,5,50,4,1032,5,,,4.699999809,5,18.20000076,5,23.89999962,,54,FALSE,,,0.01999999955,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32620,99999,1931,7,13,57.20000076,5,53.70000076,4,1002.400024,5,,,4,5,2.599999905,5,5.099999905,,52,FALSE,,,0.1199999973,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32620,99999,1931,7,23,62,5,50.70000076,4,1009.299988,5,,,4.699999809,5,12.69999981,5,23.89999962,,57.90000153,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32620,99999,1931,10,21,39.40000153,5,33.70000076,4,1023.900024,5,,,5.199999809,5,7.400000095,5,13,,35.09999847,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32620,99999,1931,7,18,55.59999847,5,54.79999924,4,1002,5,,,4,5,4.400000095,5,5.099999905,,54,FALSE,,,0.2800000012,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30050,99999,1931,11,19,45.09999847,6,42,4,1009.400024,6,,,6.599999905,6,19.20000076,6,23.89999962,,44.09999847,FALSE,,,0.9800000191,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30050,99999,1931,6,16,50.79999924,6,,,1003.400024,5,,,5,6,3.5,6,5.099999905,,46.90000153,FALSE,,,0.03999999911,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
38940,99999,1931,9,25,56.20000076,6,50.20000076,4,1034.900024,6,,,4.699999809,5,9,6,13,,55,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30050,99999,1931,7,30,54.20000076,6,,,1000.700012,4,,,9.399999619,6,1.899999976,6,1.899999976,,52,FALSE,,,0.1599999964,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30050,99999,1931,5,23,48.5,6,46.5,4,1014.099976,6,,,5,6,6.099999905,6,13,,44.09999847,FALSE,,,0.01999999955,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
267020,99999,1931,6,13,57,6,52,6,1012.299988,6,,,6,6,8.300000191,6,8.899999619,,54,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
121160,99999,1931,5,6,60,6,48.29999924,6,1022.5,6,,,6.199999809,6,6.300000191,6,13,,45,FALSE,,,0.009999999776,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30050,99999,1931,10,13,47.29999924,6,,,1010.200012,6,,,8.300000191,6,20.10000038,6,36.90000153,,43,TRUE,,,0.200000003,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
105130,99999,1931,4,3,49,7,38.70000076,7,1005,7,,,10.69999981,7,9.100000381,7,13,,37,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
103840,99999,1931,7,12,68.40000153,7,55.40000153,7,1014.900024,7,,,14.19999981,7,3.299999952,7,5.099999905,,61,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
267020,99999,1931,9,17,55.59999847,7,53.70000076,7,1017.900024,7,,,4.599999905,7,6.900000095,7,13,,54,TRUE,,,0.01999999955,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
103840,99999,1931,9,30,50.29999924,8,41.29999924,8,1021.099976,8,,,13.39999962,8,1.600000024,8,5.099999905,,45,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
726810,24131,1931,1,16,35.29999924,24,29.79999924,7,,,,,39.20000076,24,4.5,24,13,,30.39999962,TRUE,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
726810,24131,1931,3,14,46.29999924,24,28.5,7,,,,,91.80000305,24,3.900000095,24,11.10000038,,32.40000153,TRUE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
726810,24131,1931,9,7,65.19999695,24,39.70000076,8,,,,,19.20000076,24,4.5,24,11.10000038,,49.29999924,TRUE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
990061,99999,1931,10,30,69.69999695,24,54.5,24,,,1019.099976,24,0,24,,,,,66.40000153,TRUE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
990061,99999,1931,2,15,60.90000153,24,58.79999924,24,,,1014.400024,24,0,24,,,,,60.29999924,TRUE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
990061,99999,1931,5,28,78.90000153,24,,,,,1006.099976,24,0,24,,,,,77.40000153,TRUE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
726810,24131,1931,5,26,65.5,24,38.20000076,8,,,,,99.40000153,24,6.099999905,24,15,,54.29999924,TRUE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
39800,99999,1932,4,21,45.5,4,43.79999924,4,1001,4,,,10.89999962,4,8,4,8.899999619,,39.90000153,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
39530,99999,1932,6,18,64,4,57.5,4,1020.700012,4,,,12.39999962,4,2.200000048,4,8.899999619,,55,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
38040,99999,1932,5,17,52.20000076,4,50.5,4,1018.200012,4,,,7.800000191,4,11.30000019,4,18.10000038,,48,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
37770,99999,1932,7,1,65,4,56.29999924,4,1000.200012,4,,,9.899999619,4,16.79999924,4,18.10000038,,62.09999847,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
36010,99999,1932,4,3,43.20000076,4,39.70000076,4,988.2999878,4,,,12.39999962,4,6.199999809,4,8.899999619,,36,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32620,99999,1932,6,2,47.20000076,4,46.29999924,4,1016.200012,4,,,2.299999952,4,7,4,8.899999619,,46,FALSE,,,0,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
39530,99999,1932,8,23,63,4,58,4,1023.200012,4,,,9.300000191,4,11,4,13,,61,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
36010,99999,1932,5,22,52,4,51,4,1010,4,,,6.5,4,6.199999809,4,8.899999619,,46.90000153,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33790,99999,1932,1,28,29.79999924,4,28.70000076,4,1040.699951,4,,,1.600000024,4,5.199999809,4,8.899999619,,28.89999962,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
38110,99999,1932,2,22,44.5,4,41.29999924,4,1036.900024,4,,,6.199999809,4,7,4,8.899999619,,37,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
38140,99999,1932,7,17,59.20000076,4,55.5,4,1011.5,4,,,7.800000191,4,7,4,13,,57,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
37950,99999,1932,1,19,49,4,48,4,1033.800049,4,,,0.3000000119,4,6.199999809,4,8.899999619,,48,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37950,99999,1932,9,29,56.5,4,52,4,1018.5,4,,,5.300000191,4,12,4,13,,52,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33790,99999,1932,10,1,49,4,48,4,1007.299988,4,,,2.900000095,4,10.19999981,4,18.10000038,,45,TRUE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
106090,99999,1932,7,20,64.30000305,4,,,1017.400024,4,,,5.300000191,4,4.5,4,8.899999619,,50,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
38040,99999,1932,6,25,61.70000076,4,56.29999924,4,1022,4,,,9.300000191,4,8,4,8.899999619,,55.90000153,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
38640,99999,1932,7,19,59,4,51.5,4,1022.5,4,,,5,4,8,4,8.899999619,,46,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
36010,99999,1932,3,23,46.5,4,44.70000076,4,1020.799988,4,,,6.800000191,4,5.199999809,4,8.899999619,,44.09999847,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33960,99999,1932,2,2,43.20000076,4,41.5,4,1037.5,4,,,4,4,9,4,13,,42.09999847,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
37770,99999,1932,8,2,60.5,4,56,4,1016.400024,4,,,2.200000048,4,4.5,4,8.899999619,,55.90000153,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33790,99999,1932,11,29,46,4,44.20000076,4,1024.699951,4,,,2.5,4,12.19999981,4,18.10000038,,37.90000153,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
38140,99999,1932,9,28,50.79999924,4,42,4,1027.199951,4,,,12.39999962,4,8.899999619,4,8.899999619,,43,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33960,99999,1932,3,6,39.5,4,35.59999847,4,1001,4,,,4.300000191,4,14.69999981,4,23.89999962,,35.09999847,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
39530,99999,1932,3,11,38.29999924,4,27.20000076,4,1019.700012,4,,,31.10000038,4,8,4,13,,33.09999847,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
38040,99999,1932,6,6,54.20000076,4,48.20000076,4,1024,4,,,9.300000191,4,8,4,8.899999619,,48,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
121160,99999,1932,2,2,34.5,4,27,4,1019.200012,4,,,9.899999619,4,4.300000191,4,5.099999905,,32,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
37770,99999,1932,7,21,61.70000076,4,51.20000076,4,1014.400024,4,,,8.399999619,4,5.199999809,4,8.899999619,,53.09999847,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
106090,99999,1932,8,18,80.69999695,4,,,1025.400024,4,,,3.400000095,4,1.5,4,1.899999976,,63,FALSE,,,0,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
39800,99999,1932,3,18,44.5,4,41.20000076,4,1024.900024,4,,,6.800000191,4,4.5,4,8.899999619,,39.90000153,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33790,99999,1932,1,18,51.20000076,4,48,4,1026.599976,4,,,5.300000191,4,14.69999981,4,23.89999962,,43,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30750,99999,1932,4,11,38.5,4,33.79999924,4,994.2999878,4,,,12.39999962,4,25.39999962,4,29.89999962,,36,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33960,99999,1932,7,9,67,4,61.5,4,1021.599976,4,,,3.400000095,4,6.300000191,4,13,,57.90000153,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30750,99999,1932,1,21,44.5,4,42.79999924,4,1016,4,,,12.39999962,4,11,4,13,,39,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
37950,99999,1932,8,9,60.5,4,58.5,4,1022.200012,4,,,3.900000095,4,6,4,8.899999619,,54,FALSE,,,0,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
36010,99999,1932,3,15,45,4,44,4,1022.599976,4,,,2.5,4,9,4,13,,37.90000153,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
106090,99999,1932,12,13,32.5,4,,,1021.099976,4,,,1.100000024,4,3.5,4,5.099999905,,28,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
105010,99999,1932,11,3,51.5,4,48,4,1025,4,,,4,4,13.30000019,4,18.10000038,,50,FALSE,,,0.02999999933,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
37770,99999,1932,5,23,54,4,48.5,4,1007.799988,4,,,7.800000191,4,8,4,8.899999619,,48.90000153,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
34970,99999,1932,5,20,56.5,4,53.29999924,4,1014.700012,4,,,3.400000095,4,5.800000191,4,13,,53.09999847,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33110,99999,1932,9,8,59.20000076,4,56.20000076,4,995.7999878,4,,,7.099999905,4,7.199999809,4,13,,57,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
104100,99999,1932,1,18,46.29999924,4,45.20000076,4,1035.599976,4,,,4.300000191,4,6,4,8.899999619,,41,FALSE,,,0.01999999955,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
38140,99999,1932,8,4,58.5,4,57.5,4,1019.200012,4,,,3.5,4,7,4,8.899999619,,55.90000153,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
38560,99999,1932,1,29,43.5,4,40.29999924,4,1037.599976,4,,,4.300000191,4,6,4,8.899999619,,37.90000153,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33110,99999,1932,9,9,58.70000076,4,54.29999924,4,1005.799988,4,,,9.899999619,4,9,4,13,,55,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
38640,99999,1932,3,15,44,4,36.5,4,1023.200012,4,,,5.300000191,4,11,4,13,,37,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
38140,99999,1932,7,20,60.20000076,4,56.5,4,1020.5,4,,,12.39999962,4,8,4,13,,54,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
38140,99999,1932,9,26,51,4,44,4,1007.200012,4,,,12.39999962,4,7,4,8.899999619,,46,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33790,99999,1932,5,7,40.70000076,4,32,4,1005,4,,,2.5,4,3.799999952,4,5.099999905,,30.89999962,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
31590,99999,1932,1,12,40.5,4,37.20000076,4,1001.799988,4,,,5.300000191,4,4.5,4,8.899999619,,37.90000153,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
105010,99999,1932,6,30,73.80000305,4,51.29999924,4,1014.599976,4,,,5.900000095,4,4.5,4,8.899999619,,55,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
39730,99999,1932,3,21,49.79999924,4,,,1020.900024,4,,,2.400000095,4,7.699999809,4,13,,48,TRUE,,,0.03999999911,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33790,99999,1932,9,8,57.5,4,54.70000076,4,999.7999878,4,,,4.300000191,4,12.19999981,4,18.10000038,,48.90000153,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
38560,99999,1932,3,9,40.5,4,37.20000076,4,1012.700012,4,,,5.300000191,4,16.20000076,4,29.89999962,,37,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33960,99999,1932,5,29,50.5,4,48.70000076,4,1011.700012,4,,,3.400000095,4,7,4,8.899999619,,46.90000153,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
106090,99999,1932,10,21,56.29999924,4,,,1010.200012,4,,,6.199999809,4,21.20000076,4,29.89999962,,48,FALSE,,,0.03999999911,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
267020,99999,1932,12,29,31.5,4,27.79999924,4,1029.699951,4,,,3.400000095,4,8.899999619,4,8.899999619,,30,TRUE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
37950,99999,1932,4,7,47.5,4,33.29999924,4,998.7000122,4,,,21.70000076,4,23.89999962,4,29.89999962,,43,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33110,99999,1932,7,14,59.5,4,56.5,4,1009.200012,4,,,2.5,4,14.30000019,4,18.10000038,,57.90000153,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30750,99999,1932,8,26,55,4,51,4,1022.5,4,,,12.39999962,4,12,4,13,,52,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
38110,99999,1932,2,6,44,4,41.5,4,1028.5,4,,,2.5,4,8,4,13,,43,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
37770,99999,1932,8,9,66.30000305,4,58.5,4,1022,4,,,4.300000191,4,2.700000048,4,5.099999905,,57,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
31590,99999,1932,8,14,57,4,56,4,1017.700012,4,,,8.399999619,4,8.199999809,4,13,,55.90000153,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
36010,99999,1932,12,9,37,4,31.5,4,1025.300049,4,,,9.300000191,4,11,4,13,,35.09999847,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30260,99999,1932,10,4,42.79999924,5,39.20000076,4,1019.299988,5,,,22.39999962,5,3.599999905,5,8.899999619,,37.90000153,FALSE,,,0.01999999955,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
122050,99999,1932,5,21,80.40000153,5,52.79999924,5,1011.400024,5,,,19.89999962,5,1.600000024,5,1.899999976,,55,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
34970,99999,1932,9,25,56,5,50.29999924,4,1000.200012,5,,,4.699999809,5,10.60000038,5,13,,48,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
122050,99999,1932,2,25,27.39999962,5,18,5,1025,5,,,23.60000038,5,1.799999952,5,5.099999905,,19,FALSE,,,0.01999999955,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
122050,99999,1932,2,27,23.39999962,5,10.19999981,5,1031,5,,,23.60000038,5,9.800000191,5,13,,21,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
103840,99999,1932,12,30,28.39999962,5,24.20000076,5,1022,5,,,4.5,5,4.199999809,5,13,,27,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
38040,99999,1932,10,30,50.20000076,5,43.5,4,1004.099976,5,,,6.699999809,5,29.89999962,5,29.89999962,,48,TRUE,,,0.01999999955,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
34970,99999,1932,1,19,49.20000076,5,47.90000153,4,1032.699951,5,,,1.700000048,5,4.400000095,5,5.099999905,,45,FALSE,,,0,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
37770,99999,1932,3,16,41.79999924,5,32.5,4,1020.599976,5,,,1.799999952,5,9,5,13,,33.09999847,FALSE,,,0,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
39730,99999,1932,12,3,44.79999924,5,39.20000076,4,996.2999878,5,,,7.5,5,27.70000076,5,36.90000153,,39.90000153,FALSE,,,0.07999999821,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
39730,99999,1932,4,3,41.40000153,5,37.20000076,4,992.2000122,4,,,5.5,5,36.90000153,5,36.90000153,,36,FALSE,,,0.2399999946,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
122050,99999,1932,10,24,52,5,45,5,997.4000244,5,,,18.60000038,5,17.60000038,5,23.89999962,,50,FALSE,,,0.1700000018,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
103840,99999,1932,11,28,39.79999924,5,37,5,1017.200012,5,,,6.699999809,5,9.800000191,5,13,,34,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
38940,99999,1932,9,19,60,5,55.5,4,1008.900024,5,,,8,5,0.400000006,5,1.899999976,,55.90000153,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
122050,99999,1932,7,6,80.59999847,5,63.20000076,5,1011.400024,5,,,23.60000038,5,1.899999976,5,1.899999976,,61,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
104100,99999,1932,10,29,42.20000076,5,41.20000076,5,1005.700012,5,,,2.400000095,5,1.899999976,5,1.899999976,,39,FALSE,,,0.1800000072,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
34970,99999,1932,10,11,50,5,48.70000076,4,995.9000244,5,,,2.5,5,5.099999905,5,5.099999905,,46.90000153,FALSE,,,0.01999999955,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
122050,99999,1932,8,28,66.80000305,5,58,5,1016.599976,5,,,12.39999962,5,4.699999809,5,8.899999619,,63,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32620,99999,1932,11,7,45.59999847,5,39.79999924,4,1025.599976,5,,,4.699999809,5,3.200000048,5,5.099999905,,43,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
39730,99999,1932,12,28,48.40000153,5,45.20000076,4,1010,5,,,13.69999981,5,19.5,5,23.89999962,,45,FALSE,,,0.01999999955,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
122050,99999,1932,1,3,32.79999924,5,30.20000076,5,1006.400024,5,,,4.599999905,5,2.200000048,5,5.099999905,,32,FALSE,,,0.349999994,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
39730,99999,1932,8,16,61,5,60,4,1022.099976,5,,,4.099999905,5,3.599999905,5,8.899999619,,57,FALSE,,,0.1199999973,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
34970,99999,1932,12,27,38.20000076,5,37.5,4,1027.099976,5,,,1.799999952,5,6.599999905,5,8.899999619,,35.09999847,FALSE,,,0,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
38940,99999,1932,4,18,43.90000153,6,37,4,1014.799988,6,,,6.199999809,6,14.19999981,6,18.10000038,,42.09999847,FALSE,,,0.03999999911,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30050,99999,1932,6,12,47,6,41,4,1016.5,6,,,11.39999962,6,5.300000191,6,8.899999619,,45,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
267020,99999,1932,8,8,62.20000076,6,57.59999847,6,1005.099976,6,,,6.599999905,6,12.5,6,18.10000038,,59,TRUE,,,0.200000003,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
103840,99999,1932,7,17,64,6,59.90000153,6,998.9000244,6,,,11.80000019,6,11,6,13,,61,FALSE,,,0.200000003,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
104100,99999,1932,6,22,55,6,51.40000153,6,1017.700012,6,,,5.400000095,6,4,6,5.099999905,,48,FALSE,,,0.2199999988,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30050,99999,1932,10,23,43.20000076,6,40.20000076,4,1002.200012,6,,,12.39999962,6,2.299999952,6,5.099999905,,39,TRUE,,,0.1400000006,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
103840,99999,1932,6,18,52.59999847,6,49.70000076,6,1011.900024,6,,,10.80000019,6,3.099999905,6,8.899999619,,48,FALSE,,,0.1599999964,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30050,99999,1932,8,9,55.90000153,6,,,1014.400024,6,,,10.80000019,6,3.700000048,6,5.099999905,,52,FALSE,,,0.2399999946,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
260630,99999,1932,11,22,30.70000076,6,,,1010.799988,6,,,1.899999976,4,13.89999962,6,23.89999962,,25,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
103840,99999,1932,4,28,45.40000153,7,36.29999924,7,1016.299988,7,,,9.100000381,7,3.400000095,7,13,,32,FALSE,,,0,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
267020,99999,1932,8,12,62.59999847,7,55,7,1019.799988,7,,,15.30000019,7,3.799999952,7,8.899999619,,54,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
105130,99999,1932,10,24,50,7,46.59999847,7,1003.700012,7,,,8.5,7,4.599999905,7,8.899999619,,48,TRUE,,,0.1400000006,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
105130,99999,1932,4,29,58.20000076,7,54.29999924,7,1008,7,,,7.5,7,4.800000191,7,8.899999619,,48,FALSE,,,0.2800000012,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
105130,99999,1932,5,13,63.5,8,55.59999847,8,1015.400024,8,,,8.5,8,3.599999905,8,8.899999619,,45,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
105130,99999,1932,6,14,67.30000305,8,59.29999924,8,1018.200012,8,,,5.599999905,8,5.599999905,8,13,,52,FALSE,,,0,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
105130,99999,1932,6,24,53.79999924,8,47.79999924,8,1020.400024,8,,,14.30000019,8,5.099999905,8,8.899999619,,46,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
990061,99999,1932,7,22,78.40000153,24,,,,,1000.700012,24,0,24,,,,,76.30000305,TRUE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
287220,99999,1933,3,9,-6,4,,,,,,,2.5,4,15.80000019,4,18.10000038,,-8,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
351080,99999,1933,1,22,-22.20000076,4,,,,,,,0.6999999881,4,,,,,-26,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
375450,99999,1933,9,30,55.79999924,4,,,1016.799988,4,,,5.300000191,4,10,4,13,,48,TRUE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
370310,99999,1933,1,11,23,4,,,,,,,,,17,4,23.89999962,,16,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
284400,99999,1933,9,23,44.5,4,,,1030.699951,4,,,4.099999905,4,4.300000191,4,5.099999905,,30,FALSE,,,0,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
282250,99999,1933,6,17,55.5,4,,,,,,,9.300000191,4,13.19999981,4,36.90000153,,43,TRUE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33790,99999,1933,3,25,43.5,4,32.5,4,1026.699951,4,,,3.400000095,4,7,4,8.899999619,,28.89999962,FALSE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
360030,99999,1933,8,30,65,4,,,,,,,6.199999809,4,2.200000048,4,5.099999905,,55,TRUE,,,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
